Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Close-grip pull-down,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.",Strength,Lats,Cable,Intermediate,8.9,Average
Shotgun row,"The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Strength,Lats,Cable,Intermediate,8.9,Average
Close-Grip Front Lat Pulldown,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Lats,Cable,Intermediate,8.8,Average
Straight-arm rope pull-down,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.",Strength,Lats,Cable,Intermediate,8.7,Average
Lat pull-down,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.",Strength,Lats,Cable,Intermediate,8.6,Average
Straight-Arm Pulldown,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Strength,Lats,Cable,Intermediate,8.3,Average
Single-arm kneeling lat pull-down,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",Strength,Lats,Cable,Beginner,8.3,Average
Elevated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Lats,Cable,Beginner,8.3,Average
Full Range-Of-Motion Lat Pulldown,,Strength,Lats,Cable,Beginner,8.1,Average
Kneeling lat pull-down,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",Strength,Lats,Cable,Intermediate,7.9,Average
Behind-the-neck pull-down,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.",Strength,Lats,Cable,Intermediate,7.1,Average
Reverse-grip lat pull-down,"The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.",Strength,Lats,Machine,Intermediate,8.5,Average
Machine seated row,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Lats,Machine,Beginner,8.4,Average
Machine-assisted pull-up,"The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.",Strength,Lats,Machine,Beginner,8.2,Average
Single-arm pull-down,"The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.",Strength,Lats,Machine,Intermediate,7.3,Average
Pullups,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,9.2,Average
Pull-up,"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.",Strength,Lats,Body Only,Beginner,8.9,Average
Muscle Up,,Strength,Lats,Body Only,Intermediate,8.9,Average
Rope climb,"The rope climb is an exercise that is used commonly in CrossFit workouts and as a test of upper-body strength. It was even contested at the Olympics in the early 20th century. It targets a wide range of upper-body musculature, including the hands and forearms, shoulders, biceps, lats (latissimus dorsi), and core.",Strength,Lats,Body Only,Intermediate,8.7,Average
Wide-Grip Rear Pull-Up,,Strength,Lats,Body Only,Beginner,8.7,Average
Side To Side Chins,,Strength,Lats,Body Only,Intermediate,8.4,Average
Neutral-grip pull-up,"The neutral-grip pull-up is a multijoint bodyweight exercise in which the reps are performed with the palms facing one another. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",Strength,Lats,Body Only,Intermediate,8.2,Average
Kipping Muscle Up,,Strength,Lats,Body Only,Intermediate,7.2,Average
One Arm Against Wall,,Stretching,Lats,Body Only,Intermediate,5.8,Average
One Handed Hang,"The single-arm hang is a static exercise that involves hanging from a bar by one hand. It is an advanced hanging exercise that demands above-average shoulder stability and grip strength, and may not be appropriate for some people. However, if someone is strong and stable enough to perform it, the movement can help build those same qualities.",Stretching,Lats,Body Only,Intermediate,3.6,Average
Standing side bend stretch,"The standing side bend stretch is a stretching exercise targeting the obliques, the muscles that run along the side of the core. It is a common inclusion in dynamic warm-ups for the upper body, but can also be performed to help ""limber up"" for lifting or athletics anytime.",Stretching,Lats,Body Only,Intermediate,3.2,Average
Negative pull-up,"The negative pull-up is a multijoint bodyweight exercise that focuses on just one half of the traditional pull-up: the lowering, eccentric, or ""negative"" portion. Because muscles are stronger eccentrically than they are concentrically, many people can perform negatives even if they can't perform full pull-ups. For this reason, it is a popular training tool to help people earn their first pull-up rep, or as a back-off exercise after doing full pull-ups.",Strength,Lats,Body Only,Intermediate,0.0,Average
